ID,Name,Street Address,Suburb,Postcode,State,Latitude,Longitude,PAF,Previous Match,Status,Bedrooms,Bathrooms,Garages,Carports,Living Areas,Cooling,Heating,Land Size,Building Size,Price per m2,First Listed,Days on the market,Listed Price,First Listed Price,First to Listed Price Change,Price Guide,First Listed Price Guide,Period,VPA,Median Price,Change of Listed Price to Median Price,Property Type,Agency,Agency ID,Primary Agent,Portal ID,Listing Link,Extracted
20849579,The Homeowner,29  BOGONG PLACE,Kuraby,4112,QLD,-27.6068877,153.0861241,,,current,3,2,2,,,,,,,,06-04-2022,83,LEASED,$520 per week,0.0%,520,520,week,VPA-1,605000,,House,Kevin Manning Real Estate - Mt Gravatt East,28633,Michael JIANG,434154003,https://www.nexu.com.au/app/#/listing/20849579,29-06-2022
21343847,The Homeowner,1/28 Gellibrand Street,Clayfield,4011,QLD,-27.41457701,153.0600297,,,current,2,1,1,,,,,,,,16-06-2022,12,$420 pw,$420 pw,0.0%,420,420,week,,401000,,Unit,McGrath Estate Agents - Paddington,24852,Ryan Greer,434618679,https://www.nexu.com.au/app/#/listing/21343847,29-06-2022
11250447,The Homeowner,6/12 Thomas Street,Greenslopes,4120,QLD,-27.50797451,153.0501865,,,current,,1,,1,1,a/c,,824m2,,,13-05-2022,46,$360 per week,$360 per week,0.0%,360,360,week,VPA-1,296510,,Unit,Propertyprojects Q Pty Ltd - Coorparoo,20364,Propertyprojects Q Pty Ltd,406588586,https://www.nexu.com.au/app/#/listing/11250447,29-06-2022
10019167,The Homeowner,9 Bennison Street,Ascot,4007,QLD,-27.42440207,153.0596626,,,current,3,1,,,,a/c,,601m2,,1,13-05-2022,46,$725 per week,$750 per week,-3.3%,725,750,week,,1510000,,House,Coronis - Inner North,29329,Teagan Baker,427626154,https://www.nexu.com.au/app/#/listing/10019167,29-06-2022
18316638,The Homeowner,303/25 Walsh Street,Milton,4064,QLD,-27.47045923,153.0062971,,,current,2,2,1,,,,,,,,16-06-2022,12,$550 per week,$550 per week,0.0%,550,550,week,,552000,,Apartment,REMAX Profile Real Estate -,24912,Melissa Chivers,432950774,https://www.nexu.com.au/app/#/listing/18316638,29-06-2022
21344544,The Homeowner,403/36 Gonzales Street,MacGregor,4109,QLD,-27.55405042,153.0676799,,,current,2,2,1,,,,,,,,15-06-2022,14,UNDER APPLICATION,$550 per week,0.0%,550,550,week,,388000,,Apartment,Place - Sunnybank,31043,Place Sunnybank Property Management,434611511,https://www.nexu.com.au/app/#/listing/21344544,29-06-2022
21345478,The Homeowner,13 Mercy Circuit,Park Ridge,4125,QLD,-27.71488173,153.0895877,,,current,4,2,2,,,,,,,,16-06-2022,12,$520 per week,$520 per week,0.0%,520,520,week,,524450,,House,Ray White IMS - LOGANHOLME,23952,IMS Leasing,434621903,https://www.nexu.com.au/app/#/listing/21345478,29-06-2022
21116353,The Homeowner,107 Nearra Street,Deagon,4017,QLD,-27.33153969,153.0525103,,,current,3,1,2,,1,a/c,,,,,13-05-2022,46,$500 per week,$510 per week,-2.0%,500,510,week,VPA-1,665000,,House,Professionals - Sandgate,21996,Rental Department,434392899,https://www.nexu.com.au/app/#/listing/21116353,29-06-2022
21347393,The Homeowner,15 Raynuha Way,Brookwater,4300,QLD,-27.64751723,152.8931001,,,current,4,2,2,,,"a/c, ducted",ducted,,,,16-06-2022,12,$720 wk,$720 wk,0.0%,720,720,week,VPA-1,995000,,House,LJ Hooker - Greater Springfield,28423,Greater Springfield,434623863,https://www.nexu.com.au/app/#/listing/21347393,29-06-2022
21347568,The Homeowner,4/39 Dobson Street,Ascot,4007,QLD,-27.43477847,153.0671369,,,current,2,1,1,,,,,,,,16-06-2022,12,$450 per week,$450 per week,0.0%,450,450,week,VPA-1,468750,,Unit,LJ Hooker - Clayfield,17890,Ray White Clayfield,434623571,https://www.nexu.com.au/app/#/listing/21347568,29-06-2022
11294041,The Homeowner,48 Sibley Road,Wynnum West,4178,QLD,-27.44141255,153.1559447,,,current,4,2,2,,,a/c,,1207m2,,1,01-04-2022,89,$850 per week,$850 per week,0.0%,850,850,week,,830750,,House,Managed Residential - TENERIFFE,24694,Anita Plummer,428591454,https://www.nexu.com.au/app/#/listing/11294041,29-06-2022
21348511,The Homeowner,103/20 Grout Street,MacGregor,4109,QLD,-27.5603912,153.0725348,,,current,2,2,1,,,split-system,split-system,,,,16-06-2022,12,$460 per week,$460 per week,0.0%,460,460,week,VPA-1,388000,,Apartment,Airtrip - South Brisbane,42813,Suren Gopalan,434624263,https://www.nexu.com.au/app/#/listing/21348511,29-06-2022
21348567,The Homeowner,6 Brindabella Street,Chapel Hill,4069,QLD,-27.49551251,152.9539744,,,current,5,2,2,,,,split-system,,,,16-06-2022,12,$750 per week,$750 per week,0.0%,750,750,week,,1350000,,House,Green and Co Real Estate - MOGGILL,108579,Rebecca Hill,434624171,https://www.nexu.com.au/app/#/listing/21348567,29-06-2022
21120754,The Homeowner,3 Chesilton Street,Kedron,4031,QLD,-27.39571644,153.0206948,,,current,4,1,1,1,,a/c,,,,,14-05-2022,46,$550 per week,$550 per week,0.0%,550,550,week,VPA-1,1251500,,House,Rental Management Australia (QLD) - Aspley,119677,Joe Hunt,434396775,https://www.nexu.com.au/app/#/listing/21120754,29-06-2022
20878861,The Homeowner,33 Skinner Street,West End,4101,QLD,-27.48139679,153.0053319,,,current,3,1,,,,,,,,,10-04-2022,79,$800 per week,$960 per week,-16.7%,800,960,week,,1400000,,House,Square Real Estate,85398,Grace Hu,434175491,https://www.nexu.com.au/app/#/listing/20878861,29-06-2022
20879451,The Homeowner,32 Newell Place,Westlake,4074,QLD,-27.54689287,152.9113775,,,current,4,3,2,,3,ducted,ducted,,,,11-04-2022,79,$1100 Weekly,$1200 Weekly,-8.3%,1100,1200,week,VPA-1,957500,,House,Centenary Real Estate - Jindalee,29690,"Rental Team, Amelia Hoddy",434176251,https://www.nexu.com.au/app/#/listing/20879451,29-06-2022
21349811,The Homeowner,72/9 Eduard Place,Calamvale,4116,QLD,-27.63483132,153.0472964,,,current,3,2,2,,2,,,,,,16-06-2022,13,$550 per week,$550 per week,0.0%,550,550,week,VPA-3,,,Townhouse,Luv & Co Estate Agents - Brisbane,36361,Fiona Greene,434625555,https://www.nexu.com.au/app/#/listing/21349811,29-06-2022
14595951,The Homeowner,1/4 Roseglen Street,Greenslopes,4120,QLD,-27.51641253,153.0522939,,,current,2,1,1,,,a/c,,,,,15-06-2022,13,$450 per week,$480 per week,-6.3%,450,480,week,,420500,,Unit,Ray White - West End,22728,West End Rentals,431831790,https://www.nexu.com.au/app/#/listing/14595951,29-06-2022
21350523,The Homeowner,3 Flaherty Street,Windsor,4030,QLD,-27.42732305,153.0316437,,,current,4,2,1,,,,,,,,17-06-2022,12,$850 per week,$850 per week,0.0%,850,850,week,VPA-3,1402500,,House,Denovans Real Estate - Mitchelton,24229,Amy Scott,434625831,https://www.nexu.com.au/app/#/listing/21350523,29-06-2022
21294917,The Homeowner,43 Lewis Street,Clayfield,4011,QLD,-27.41108758,153.054174,,,current,3,2,2,,,,,,,,09-06-2022,20,$550 per week,$550 per week,0.0%,550,550,week,VPA-1,1225000,,House,LJ Hooker - Clayfield,17890,Ray White Clayfield,434572327,https://www.nexu.com.au/app/#/listing/21294917,29-06-2022
21351017,The Homeowner,32/50 Clarks Road,Loganholme,4129,QLD,-27.69198185,153.1874074,,,current,3,2,,2,,a/c,,,,,17-06-2022,12,$510 per week,$525 per week,-2.9%,510,525,week,VPA-1,,,Townhouse,Onsite Property - WATERFORD,28531,Nathan Devlin,434627091,https://www.nexu.com.au/app/#/listing/21351017,29-06-2022
21351184,The Homeowner,1/50 Mount Mitchell Street,Park Ridge,4125,QLD,-27.71614008,153.0896694,,,current,3,2,1,,,,,,,,17-06-2022,12,$430 per week,$430 per week,0.0%,430,430,week,,610000,,Duplex/semi-detached,Ray White IMS - LOGANHOLME,23952,IMS Leasing,434626679,https://www.nexu.com.au/app/#/listing/21351184,29-06-2022
21350118,The Homeowner,101 Yabba Street,Ascot,4007,QLD,-27.42841866,153.0616489,,,current,3,2,2,,,,,,,,17-06-2022,12,$1350,$1350,0.0%,1350,1350,week,,1510000,,House,Place - Ascot,16271,Tyler Luff,434625735,https://www.nexu.com.au/app/#/listing/21350118,29-06-2022
21350927,The Homeowner,31 Backford St,Chermside West,4032,QLD,-27.38403423,153.0091524,,,current,4,2,2,,,,,,,,17-06-2022,12,$600 per week,$600 per week,0.0%,600,600,week,,900000,,House,Image Property - Brisbane Northside,16141,Kayla Leigh,434627279,https://www.nexu.com.au/app/#/listing/21350927,29-06-2022
21351162,The Homeowner,18/31 Griffith Place,Seven Hills,4170,QLD,-27.47852776,153.0727405,,,current,4,2,2,,,a/c,,,,,17-06-2022,12,$840 per week,$840 per week,0.0%,840,840,week,,,,Townhouse,Odyssey Property Concierge - New Farm,49497,"Willian Donadon, Sean Masters",434626739,https://www.nexu.com.au/app/#/listing/21351162,29-06-2022
21316209,The Homeowner,10 Apollo Road,Bulimba,4171,QLD,-27.44984684,153.0641603,,,current,4,2,2,,,a/c,,,,,13-06-2022,16,"$1,000 per week","$1,000 per week",0.0%,1000,1000,week,,1725000,,House,Place - Bulimba,25934,"Matthew Dickinson, Lisa Perruzza",434591707,https://www.nexu.com.au/app/#/listing/21316209,29-06-2022
21295897,The Homeowner,11/111 Soames St,Everton Park,4053,QLD,-27.38695339,152.9832131,,,current,3,2,2,,,,,,,,09-06-2022,20,$540 per week,$540 per week,0.0%,540,540,week,,,,Townhouse,Image Property - Brisbane Southside,16348,Monica Garang,434572471,https://www.nexu.com.au/app/#/listing/21295897,29-06-2022
21351818,The Homeowner,40 Oliver Drive,Redbank Plains,4301,QLD,-27.64848319,152.837628,,,current,4,2,2,,2,a/c,,,,,17-06-2022,11,$480 per week,$480 per week,0.0%,480,480,week,,436250,,House,RE/MAX Property Professionals Springfield - AUGUSTINE HEIGHTS,81352,Callie Johns,434628271,https://www.nexu.com.au/app/#/listing/21351818,29-06-2022
21352036,The Homeowner,411/47 Cordelia Street,South Brisbane,4101,QLD,-27.47679043,153.0159868,,,current,1,1,1,,,ducted,ducted,,,,17-06-2022,11,$ 480 per week,$ 480 per week,0.0%,480,480,week,VPA-1,412000,,Apartment,Airtrip - South Brisbane,42813,"Suren Gopalan, Airtrip Rentals Team",434627763,https://www.nexu.com.au/app/#/listing/21352036,29-06-2022
21352119,The Homeowner,31 Morfontaine Street,North Lakes,4509,QLD,-27.21838017,153.0127195,,,current,5,3,2,,,a/c,,,,,17-06-2022,11,"$1,100 per week",$1100 per week,0.0%,1100,1100,week,VPA-2,875000,,House,Harcourts  - North Lakes,19529,Harcourts North Lakes Leasing,434627583,https://www.nexu.com.au/app/#/listing/21352119,29-06-2022
20892055,The Homeowner,6 Fort Close,Springfield Lakes,4300,QLD,-27.6671318,152.926295,,,current,3,2,1,,,a/c,,,,,12-04-2022,77,$490 per week,$490 per week,0.0%,490,490,week,VPA-2,470000,,House,McGrath Springfield - Springfield,24341,McGrath Springfield,434189139,https://www.nexu.com.au/app/#/listing/20892055,29-06-2022
20884780,The Homeowner,12/14 Morshead St,Moorooka,4105,QLD,-27.53382433,153.0266587,,,current,2,2,1,,,,,,780,1,11-04-2022,78,$620 per week,$620 per week,0.0%,620,620,week,VPA-2,392000,,Unit,Locate Property - TINGALPA,85312,Suzana Wade,434183707,https://www.nexu.com.au/app/#/listing/20884780,29-06-2022
21352595,The Homeowner,43 Carter Street,Northgate,4013,QLD,-27.3892007,153.0741938,,,current,5,2,,,,,,,,,17-06-2022,11,$890 per week,$950 per week,-6.3%,890,950,week,,1350000,,House,Coronis North - CHERMSIDE,18759,"Sammy Pretsel, Steph Coutts",434629127,https://www.nexu.com.au/app/#/listing/21352595,29-06-2022
21352751,The Homeowner,10/5 Hillview Street,Runcorn,4113,QLD,-27.58907515,153.0793823,,,current,3,2,1,,,,,,,,17-06-2022,11,$480 per week,$450 per week,6.7%,480,450,week,VPA-1,673500,,House,Be Locals Property Management - SOUTH BRISBANE,120173,Be Locals Leasing Team,434628743,https://www.nexu.com.au/app/#/listing/21352751,29-06-2022
21352801,The Homeowner,33 Donnelly Street,Mango Hill,4509,QLD,-27.2366774,153.0421701,,,current,4,2,2,,1,a/c,,,,,17-06-2022,11,$530 per week,$530 per week,0.0%,530,530,week,VPA-2,675500,,House,Bridgebury Real Estate - NORTH LAKES,29461,Elizabeth Lowe,434628631,https://www.nexu.com.au/app/#/listing/21352801,29-06-2022
8708118,The Homeowner,20/20 Careel Close,Helensvale,4212,QLD,-27.919617,153.339052,,,current,3,2,2,,2,"a/c, split-system",split-system,,,,18-05-2022,41,$550 p/w | Modern Townhouse,,,550,,week,VPA-1,,,Townhouse,Sellerbrate,15277,Sellerbrate Property Management,424942214,https://www.nexu.com.au/app/#/listing/8708118,29-06-2022
21352574,The Homeowner,2/38 Wharton Street,Moorooka,4105,QLD,-27.52751163,153.0248319,,,current,2,1,,1,,a/c,,,,,17-06-2022,11,$380 per week,$380 per week,0.0%,380,380,week,VPA-3,392000,,Unit,Ray White - Annerley,24243,Amy Galagher,434629179,https://www.nexu.com.au/app/#/listing/21352574,29-06-2022
21352059,The Homeowner,408/17 View Street,Mount Gravatt East,4122,QLD,-27.52858743,153.074514,,,current,2,2,1,,,split-system,,,,,17-06-2022,11,$500 per week,$500 per week,0.0%,500,500,week,,414000,,Apartment,Mosaic Property Management - Brisbane,32763,"Eliza Lattimore, Lachlan Butler",434627719,https://www.nexu.com.au/app/#/listing/21352059,29-06-2022
21352640,The Homeowner,14 Albert Street,Coomera,4209,QLD,-27.85419402,153.345445,,,current,3,2,2,,,a/c,,,,,17-06-2022,11,$700 per week,$700 per week,0.0%,700,700,week,VPA-3,560000,,House,Ray White Nerang - NERANG,46903,Renee Dunstan,434629023,https://www.nexu.com.au/app/#/listing/21352640,29-06-2022
21352669,The Homeowner,5/3 Springwood Street,Mount Gravatt East,4122,QLD,-27.53631771,153.0782178,,,current,2,2,1,,,,,,,,17-06-2022,11,$570 per week,$570 per week,0.0%,570,570,week,,414000,,Unit,Locate Property - TINGALPA,85312,Suzana Wade,434628939,https://www.nexu.com.au/app/#/listing/21352669,29-06-2022
18715374,The Homeowner,1/16 Church Road,Zillmere,4034,QLD,-27.35932167,153.0443383,,,current,3,2,2,,1,reverse cycle,,,,,17-06-2022,11,$470 per week,,,470,,week,,426250,,Unit,Sell Exclusive - Bribie Island,27056,"Nici O'Hara, Leon and Tom",433021126,https://www.nexu.com.au/app/#/listing/18715374,29-06-2022
21353716,The Homeowner,14 Mcdermott Way,Ripley,4306,QLD,-27.67569855,152.7966539,,,current,4,2,2,,,,,,,,17-06-2022,11,$540 per week,$540 per week,0.0%,540,540,week,,519000,,House,Ray White Logan City - LOGAN CENTRAL,30977,Fekeila Tuakifalelei,434630067,https://www.nexu.com.au/app/#/listing/21353716,29-06-2022
21353901,The Homeowner,7/5 Raffles Street,Mount Gravatt East,4122,QLD,-27.5358692,153.0808323,,,current,2,2,1,,,,,,,,17-06-2022,11,$500 per week,$500 per week,0.0%,500,500,week,,414000,,Unit,Place - Gumdale,87945,"Matthew Dickinson, Lisa Perruzza",434629659,https://www.nexu.com.au/app/#/listing/21353901,29-06-2022
18851006,The Homeowner,3/184-188 Annerley Road,Dutton Park,4102,QLD,-27.49812379,153.0280074,,,current,1,1,,,,,,,,,17-06-2022,11,$340 per week,$340 per week,0.0%,340,340,week,,325000,,Unit,Ray White Indooroopilly - King & Cobley,83534,Larry Craft,433119166,https://www.nexu.com.au/app/#/listing/18851006,29-06-2022
21353897,The Homeowner,5 BENJAMIN STREET,Pimpama,4209,QLD,-27.81794297,153.2921057,,,current,4,2,2,,,,,,,,17-06-2022,11,$650 per week,$650 per week,0.0%,650,650,week,,613000,,House,Coronis - Gold Coast,19717,Courtney Cannon,434629667,https://www.nexu.com.au/app/#/listing/21353897,29-06-2022
21354022,The Homeowner,6 Venetian Way,Coomera,4209,QLD,-27.84675839,153.3291184,,,current,4,2,2,,,,,,,,17-06-2022,11,$675 per week,$695 per week,-2.9%,675,695,week,,670000,,House,Ray White Upper Coomera -,29829,Chloe Russell,434629387,https://www.nexu.com.au/app/#/listing/21354022,29-06-2022
21353759,The Homeowner,2/37 Reeve Street,Clayfield,4011,QLD,-27.42805813,153.0519698,,,current,2,2,1,,,,,,,,17-06-2022,11,$480 per week,$480 per week,0.0%,480,480,week,,401000,,Unit,Harcourts - Clayfield,23457,"Louise Webb, Rebecca Cadd",434629971,https://www.nexu.com.au/app/#/listing/21353759,29-06-2022
21354509,The Homeowner,19 Lilly Pilly Road,Pullenvale,4069,QLD,-27.50782514,152.8712655,,,current,6,2,2,,,a/c,split-system,,,,17-06-2022,11,"$1,200 per week","$1,200 per week",0.0%,1200,1200,week,,1855000,,Acreage/semi-rural,Brisbane Real Estate - Indooroopilly,25139,"Leah Dewson, Kaide Dos Santos",434630963,https://www.nexu.com.au/app/#/listing/21354509,29-06-2022
21354546,The Homeowner,26 Collett Street,Eight Mile Plains,4113,QLD,-27.58867347,153.1042828,,,current,3,3,2,,,,,,,,17-06-2022,11,$830 per week,$830 per week,0.0%,830,830,week,VPA-1,1277500,,House,Easy Agent,23522,Andrew Qian Lin,434630899,https://www.nexu.com.au/app/#/listing/21354546,29-06-2022
21354731,The Homeowner,1/25 Hamersley Street,Pimpama,4209,QLD,-27.8111475,153.2881452,,,current,3,2,1,,,split-system,,,,,17-06-2022,11,$560 Per Week,$560 Per Week,0.0%,560,560,week,,500000,,Duplex/semi-detached,Castle Property Agents - BUNDALL,44815,Rentals Department,434630619,https://www.nexu.com.au/app/#/listing/21354731,29-06-2022
21354800,The Homeowner,37 Palmer Street,Windsor,4030,QLD,-27.4285014,153.0304761,,,current,3,1,3,,,,,,137,5,17-06-2022,11,$650 Per Week,$650 Per Week,0.0%,650,650,week,,1062000,,House,Castle Property Agents - BUNDALL,44815,Rentals Department,434630499,https://www.nexu.com.au/app/#/listing/21354800,29-06-2022
21354697,The Homeowner,18 Electra St,Coomera,4209,QLD,-27.83664965,153.3267271,,,current,4,2,2,,,a/c,,,,,17-06-2022,11,$650 per week,$650 per week,0.0%,650,650,week,,670000,,House,Cheers Realty - Property Managers,27631,Brooke Lin,434630663,https://www.nexu.com.au/app/#/listing/21354697,29-06-2022
21053647,The Homeowner,20/195 Postle Street,Acacia Ridge,4110,QLD,-27.57756533,153.0264423,,,current,3,2,1,,,,,,,,05-05-2022,54,$430 PW | LOW MAINTENANCE TOWNHOUSE,LOW MAINTENANCE TOWNHOUSE @ $430 PW,0.0%,430,430,week,VPA-2,,,Townhouse,Purple Cow Real Estate - Greater Springfield,37685,Moana Papastergou,434334567,https://www.nexu.com.au/app/#/listing/21053647,29-06-2022
21354945,The Homeowner,15 Musgrave Street,Toowong,4066,QLD,-27.4760755,152.9873274,,,current,3,2,2,,1,split-system,,,,,17-06-2022,11,$725 per week,$725 per week,0.0%,725,725,week,,1175000,,House,Plum Property - TOOWONG,31981,Sarah Martin,434630263,https://www.nexu.com.au/app/#/listing/21354945,29-06-2022
21355444,The Homeowner,10 Huntington Court,Calamvale,4116,QLD,-27.6158448,153.059091,,,current,4,3,2,,,a/c,,,,,17-06-2022,11,$670 pw,$670 pw,0.0%,670,670,week,VPA-3,838000,,House,COCO Beyond - Brisbane,26917,Lisa Taylor,434631959,https://www.nexu.com.au/app/#/listing/21355444,29-06-2022
21355726,The Homeowner,A008/8 Adelaide Street,Brisbane City,4000,QLD,-27.47017247,153.0220173,,,current,2,2,1,,,"a/c, ducted",ducted,,,,17-06-2022,11,$880/PW FURNISHED,$880/PW FURNISHED,0.0%,880,880,week,VPA-1,570000,,Apartment,RAAS Property Group - SOUTHPORT,24950,Sammie Lee,434631527,https://www.nexu.com.au/app/#/listing/21355726,29-06-2022
21355777,The Homeowner,5 Hawkins Place,Thornlands,4164,QLD,-27.55827928,153.2753196,,,current,4,2,2,,,a/c,,,,,17-06-2022,11,$680 per week,$700 per week,-2.9%,680,700,week,VPA-1,784000,,House,THEONSITEMANAGER - Hendra,23858,Tom Wu,434631435,https://www.nexu.com.au/app/#/listing/21355777,29-06-2022
21354583,The Homeowner,21/45 Playfield Street,Chermside,4032,QLD,-27.38340834,153.0346896,,,current,2,2,1,,,,,,,,17-06-2022,11,$470,$470,0.0%,470,470,week,VPA-3,400000,,Apartment,Harcourts Pinnacle - Aspley,28930,"Amy Sansom, Ashleigh Boughey",434630847,https://www.nexu.com.au/app/#/listing/21354583,29-06-2022
21355638,The Homeowner,3/52 Russell Street,Everton Park,4053,QLD,-27.39465175,152.9815837,,,current,3,2,2,,,ducted,ducted,,,,17-06-2022,11,$660 per week,$660 per week,0.0%,660,660,week,,,,Townhouse,Resplex,93603,Leasing Consultant,434631679,https://www.nexu.com.au/app/#/listing/21355638,29-06-2022
21355717,The Homeowner,11 Grainger Street,Wynnum,4178,QLD,-27.4408176,153.1526117,,,current,4,2,,1,,a/c,,,,,17-06-2022,11,$650 per week,$650 per week,0.0%,650,650,week,,1250000,,House,Sash & Gable Property - WYNNUM,34179,Caitlin Greenbury,434631559,https://www.nexu.com.au/app/#/listing/21355717,29-06-2022
21355778,The Homeowner,3/65 Hawthorne Street,Woolloongabba,4102,QLD,-27.487643,153.0313759,,,current,2,1,,,,,,,,,17-06-2022,11,$420,$420,0.0%,420,420,week,VPA-3,490000,,Unit,Place - Annerley,24730,"Alberta Gibson, Madisan Frost",434631431,https://www.nexu.com.au/app/#/listing/21355778,29-06-2022
21355799,The Homeowner,54 Northcote Street,East Brisbane,4169,QLD,-27.48105476,153.04528,,,current,3,1,,1,,a/c,,,,,17-06-2022,11,$670.00 pw,$670.00 pw,0.0%,670,670,week,,1110000,,House,Belle Property - BULIMBA,22479,Abi Harrington,434631379,https://www.nexu.com.au/app/#/listing/21355799,29-06-2022
21355325,The Homeowner,2/20 Shakespeare Street,Coorparoo,4151,QLD,-27.49774402,153.0557154,,,current,2,1,1,,,,,,,,17-06-2022,11,$430 per week,$430 per week,0.0%,430,430,week,,454000,,Unit,Jeff Jones Real Estate - Stones Corner,19326,Leasing Team,434632231,https://www.nexu.com.au/app/#/listing/21355325,29-06-2022
21355619,The Homeowner,74 Blackberry Way,Ripley,4306,QLD,-27.67336104,152.7884057,,,current,4,2,1,,,split-system,split-system,,,,17-06-2022,11,$475 per week,$475 per week,0.0%,475,475,week,VPA-1,519000,,House,Azure Living - QLD,34655,Russ Keirnan,434631707,https://www.nexu.com.au/app/#/listing/21355619,29-06-2022
14170104,The Homeowner,Application Approved/17 Tabor St,Westlake,4074,QLD,-27.55528013,152.9138294,,,current,3,1,,2,,split-system,,627m2,,1,14-04-2022,75,$625,$625 Inspect Friday 4pm,0.0%,625,625,week,VPA-2,850000,,House,My Brisbane Home - Team,21970,"Sharon Dozzi, Georgia Hughes",431460898,https://www.nexu.com.au/app/#/listing/14170104,29-06-2022
21356576,The Homeowner,5 Avalon Street,Newport,4020,QLD,-27.20836197,153.074302,,,current,4,1,,,,a/c,,,,,17-06-2022,11,$650 PER WEEK,$650 PER WEEK,0.0%,650,650,week,VPA-1,981000,,House,Rent My Property - Carina,29615,Rent My Property,434632875,https://www.nexu.com.au/app/#/listing/21356576,29-06-2022
21356780,The Homeowner,Unit 307/26 Mollison St,South Brisbane,4101,QLD,-27.47660625,153.0105706,,,current,2,2,1,,,,,,,,17-06-2022,11,$600/week!,$600/week!,0.0%,600,600,week,VPA-3,585000,,Apartment,Bees Nees City Realty - Brisbane,26930,Josh Lewis,434632491,https://www.nexu.com.au/app/#/listing/21356780,29-06-2022
21008932,The Homeowner,602/8 Adelaide Street,Brisbane City,4000,QLD,-27.47017247,153.0220173,,,current,2,2,,,,,,,100,7,28-04-2022,62,$720 Per Week Great Incentives,$750 Per Week,-4.0%,720,750,week,VPA-1,570000,,Apartment,Australian Property Management Alliance - Mango Hill,26275,Vantage Real Estate,434285271,https://www.nexu.com.au/app/#/listing/21008932,29-06-2022
21097278,The Homeowner,1005/19 Deshon Street,Woolloongabba,4102,QLD,-27.49260047,153.042027,,,current,1,1,1,,,a/c,ducted,,56,8,11-05-2022,48,$440 per week,$440 per week,0.0%,440,440,week,,320000,,Apartment,Pellicano Living - MOUNT WAVERLEY,86695,"Pellicano Living, Pellicano Living",434376107,https://www.nexu.com.au/app/#/listing/21097278,29-06-2022
21356824,The Homeowner,3/43 Hampstead Road,Highgate Hill,4101,QLD,-27.48396507,153.0161441,,,current,2,1,2,,,a/c,,,,,17-06-2022,11,$500 / week,$500 / week,0.0%,500,500,week,VPA-3,579500,,Apartment,Drakos Real Estate - West End,24624,Drakos Property Management,434632431,https://www.nexu.com.au/app/#/listing/21356824,29-06-2022
21356837,The Homeowner,6/32 View St,Wooloowin,4030,QLD,-27.41800288,153.0463633,,,current,2,1,1,,,,,,,,17-06-2022,11,$460 per week,$460 per week,0.0%,460,460,week,VPA-1,396000,,Apartment,Property Listings -                         Australia,39399,For Rent,434632387,https://www.nexu.com.au/app/#/listing/21356837,29-06-2022
21357614,The Homeowner,86 Belclare St,The Gap,4061,QLD,-27.43326483,152.9282021,,,current,4,2,2,,,a/c,,,,,17-06-2022,11,$725 per week,$725 per week,0.0%,725,725,week,VPA-3,1110000,,House,Rental Results - BARDON,24635,Connie Morton,434633735,https://www.nexu.com.au/app/#/listing/21357614,29-06-2022
21357559,The Homeowner,43 Canterbury Street,Bracken Ridge,4017,QLD,-27.32544769,153.0195377,,,current,3,2,1,1,2,split-system,,,,,17-06-2022,11,$600 per week,$600 per week,0.0%,600,600,week,,656250,,House,Metropole Properties - CLAYFIELD,83376,Mary Smith,434633839,https://www.nexu.com.au/app/#/listing/21357559,29-06-2022
21357676,The Homeowner,40 Craigan Crescent,Aspley,4034,QLD,-27.36341864,153.0205565,,,current,5,3,2,1,1,a/c,,,,,17-06-2022,11,$725 per week,$725 per week,0.0%,725,725,week,,1050000,,House,Metropole Properties - CLAYFIELD,83376,Mary Smith,434633615,https://www.nexu.com.au/app/#/listing/21357676,29-06-2022
20758202,The Homeowner,77 Dagmar St,Holland Park West,4121,QLD,-27.52921201,153.0650996,,,current,4,2,2,,,a/c,,,,,29-03-2022,91,$580 per week,$700 per week,-17.1%,580,700,week,VPA-1,1269000,,House,Cubbi,16608,Cubbi,434100603,https://www.nexu.com.au/app/#/listing/20758202,29-06-2022
21011138,The Homeowner,51 Creswick Street,Clayfield,4011,QLD,-27.42341896,153.0540131,,,current,4,5,4,,,,,,,,29-04-2022,60,$2300 - CONTACT AGENT,$2300,0.0%,2300,2300,week,,1700500,,House,Place - Ascot,16271,Tyler Luff,434295799,https://www.nexu.com.au/app/#/listing/21011138,29-06-2022
21357474,The Homeowner,101 Girraween Drive,Springfield Lakes,4300,QLD,-27.6973806,152.9142117,,,current,4,2,2,,,"a/c, split-system",,,,,17-06-2022,11,$575 wk,$575 wk,0.0%,575,575,week,VPA-1,590000,,House,LJ Hooker - Greater Springfield,28423,Greater Springfield,434633983,https://www.nexu.com.au/app/#/listing/21357474,29-06-2022
21299200,The Homeowner,89 Calm Cres,Springfield Lakes,4300,QLD,-27.68806293,152.9137425,,,current,4,2,2,,,,,,,,09-06-2022,19,$570 per week,$570 per week,0.0%,570,570,week,,590000,,House,Image Property - Brisbane Northside,16141,Emily Munro,434579883,https://www.nexu.com.au/app/#/listing/21299200,29-06-2022
21124576,The Homeowner,1/81 Jephson Street,Toowong,4066,QLD,-27.48622711,152.9900009,,,current,2,1,1,,1,,,,,,16-05-2022,43,$420.00 per week,$420.00 per week,0.0%,420,420,week,VPA-1,485000,,Unit,Which Property Asset Management - WEST END,79934,Mia Razek,434400011,https://www.nexu.com.au/app/#/listing/21124576,29-06-2022
